^VOX,^VCR,^VDC,^VDE,^VFH,^VHT,^VIS,^VGT,^VAW,^VNQ,^VPU,^VIX,sp500,label
79.95,94.88,103.82,116.87,41.03,91.05,86.39,79.32,92.84,65.86,82.26,13.98,1663.5,0
79.28,94.74,102.75,116.74,40.83,91.23,86.26,79.15,93.03,65.67,81.63,14.99,1656.78,0
78.46,93.02,101.97,115.97,39.91,89.67,84.37,77.45,91.16,65.35,81.59,16.77,1630.48,0
78.3,93.51,101.22,117.9,39.94,89.97,84.45,77.69,90.99,64.95,81.88,16.49,1634.96,0
79.15,94.13,101.8,116.72,40.07,90.36,84.8,78.17,91.29,65.05,81.5,16.81,1638.17,0
78.45,93.46,102,116.54,39.8,89.85,84.15,77.67,91,64.5,81.26,17.01,1632.97,0
77.99,94.07,101.85,117.14,40,90.45,84.61,77.95,91.39,63.94,80.35,16.61,1639.77,0
78.63,95.04,102.53,117.84,40.35,91.55,85.52,78.63,92.15,64.49,80.38,15.88,1653.08,0
78.29,95.19,102.42,118.25,40.4,91.79,85.81,78.84,92.45,63.81,80.06,15.77,1655.08,0
78.21,95.03,102.54,118.37,40.44,91.85,85.8,79,92.35,64.8,80.4,15.85,1655.17,0
78.72,96,103.35,119.68,40.92,92.51,86.99,80.07,93.77,66.15,80.79,15.63,1671.71,0
79.59,96.99,103.53,119.74,41.36,93.07,88.37,80.6,94.68,66.1,81.45,14.53,1683.99,0
80.03,97.53,104.2,120.59,41.41,93.55,88.64,80.36,95.09,66.63,80.73,13.82,1689.13,0
80.38,97.13,104.23,119.95,41.14,93.42,88.27,80.25,94.18,66.2,80.5,14.29,1683.42,0
80.58,97.62,105.08,119.98,41.26,93.65,88.5,80.29,94.83,66.39,81.07,14.16,1687.99,0
80.5,97.93,105.94,119.98,41.65,94.4,89.51,79.96,95.9,67.05,81.16,14.38,1697.6,0
81.03,98.63,106.38,120.65,41.86,94.56,90.05,80.54,95.71,67.01,81.65,14.53,1704.76,0
81.62,99.68,107.69,121.95,42.33,95.12,91.1,81.55,97.7,69.28,84.06,13.59,1725.52,0
81.45,99.82,107.2,121.78,42.11,94.85,91.31,81.76,97.46,69.22,83.71,13.16,1722.34,0
80.65,99.18,106.48,120.81,41.86,94.63,90.28,81.35,96.2,68.09,82.63,13.12,1709.91,0
80.82,98.47,106.08,120.25,41.17,93.97,90.1,81.41,95.66,67.01,82.81,14.31,1701.84,0
80.69,98.59,105.54,120.46,41.01,93.58,90.34,81.31,95.6,66.5,82.78,14.08,1697.42,0
80.93,98.28,104.8,120.51,41.18,92.9,90.07,81.26,95.78,66.72,82.2,14.01,1692.77,0
81.41,99.12,105.27,120.56,41.21,93.42,90.27,81.53,96.47,67.13,82.24,14.06,1698.67,0
81.03,99.15,104.59,120.24,41.08,93.39,89.81,81.13,95.4,66.85,81.73,15.46,1691.75,0
80.77,98.82,103.66,119.31,40.81,93.14,89.39,80.7,95.17,66.14,81.62,16.6,1681.55,0
81.31,99.76,104.28,120.22,41.18,94.38,90.12,81.56,95.7,67.1,81.9,15.54,1695,0
81.24,99.61,103.97,120.52,41.07,94.2,89.79,81.59,95.72,67.2,81.91,16.6,1693.87,0
80.66,98.7,103.43,119.57,40.75,93.44,88.9,80.73,95.08,66.03,80.95,17.67,1678.66,0
80.77,99.47,103.65,120.66,41.05,94.35,89.33,81.28,96.29,65.9,81.09,16.74,1690.5,0
80.91,98.15,103.18,119.71,40.67,93.37,88.81,80.6,95.38,66.2,80.69,19.41,1676.12,0
79.76,96.35,103.09,118.44,40.15,91.79,87.54,79.08,93.74,65.48,81.15,20.34,1655.45,0
79.98,96.08,103.18,117.91,40.27,91.43,87.41,79.18,93.86,65.49,81.43,19.6,1656.4,0
81.39,98.2,105.07,120.14,41.36,93.55,89.66,80.73,95.75,67.16,82.68,16.48,1692.56,0
82.04,98.94,105.38,121.46,41.65,93.97,90.38,81.41,96.37,67.83,83.13,15.72,1703.2,0
81.93,99.44,105.85,122.25,41.85,94.57,90.64,81.87,96.75,67.87,82.68,16.07,1710.14,0
81.55,98.64,104.96,121.76,41.54,94.03,89.8,81.3,96.29,67.62,81.51,18.66,1698.06,0
82.76,100.09,106.42,123.49,42.35,95.88,90.36,82.13,97.1,68.89,82.32,14.71,1721.54,0
84.24,100.56,107.46,123.88,42.81,96.76,91.07,82.05,98.41,69.93,83.7,13.48,1733.15,0
85.16,101.21,107.75,125.1,42.92,96.51,92.24,83.51,98.82,69.86,84.04,13.04,1744.5,0
85.4,101.39,107.33,124.58,42.81,95.9,92.5,83.87,98.82,69.44,83.81,13.16,1744.66,0
85.66,102.04,108.85,125.18,42.94,96.75,93.02,83.72,100.1,70.08,84.93,13.33,1754.67,0
85.5,101.47,108.98,123.35,42.68,96.74,92.92,83.12,99.52,70.21,84.93,13.42,1746.38,0
85.54,102.47,108.88,124.33,42.73,96.8,93.62,83.46,100.06,70.19,84.8,13.2,1752.07,0
85.96,102.96,109.12,124.7,42.93,96.84,94,83.72,100.25,71.05,85.78,13.09,1759.77,0
86.32,102.71,110.45,124.79,42.87,97.1,93.91,83.81,99.65,70.54,85.53,13.31,1762.11,0
87.18,103.29,111.32,125.76,42.94,97.64,94.19,84.23,99.92,70.13,85.66,13.41,1771.95,0
86.79,102.75,110.44,124.96,42.73,96.97,93.63,83.85,99.23,69.54,85.17,13.65,1763.31,0
86.51,102.97,109.84,124.72,42.31,96.54,93.67,83.65,99.25,69.13,84.88,13.75,1756.54,0
85.67,103.13,110.2,124.21,42.4,97.17,94.29,83.7,99.08,69.49,85.33,13.28,1761.64,0
86.79,103.61,110.37,125.95,42.45,97.37,94.79,83.99,99.72,69.62,85.56,12.93,1767.93,0
86.12,103.64,110.67,124.98,42.23,97.05,94.47,84.05,99.03,68.48,85.05,13.27,1762.97,0
86.38,103.29,111.67,125.25,42.38,96.66,94.68,84.66,99.56,68.38,86.04,12.67,1770.49,0
84.68,101.2,109.92,123.39,41.89,95.73,93.4,83.5,98.08,67.53,85.22,13.91,1747.15,0
85.27,102.73,110.54,125.37,42.67,97.41,94.75,84.46,99.9,66.62,85.18,12.9,1770.61,0
84.82,102.95,110.29,125.6,42.69,97.67,94.83,84.45,99.92,66.69,85.16,12.53,1771.89,0
84.88,102.84,110.55,124.37,42.37,97.64,94.91,84.82,99.59,66.39,84.44,12.82,1767.69,0
84.9,104.42,111.46,125.25,42.72,98.18,95.46,85.75,100.16,66.82,84.78,12.52,1782,0
84.64,104.98,112.16,126.21,43.03,98.94,95.9,85.42,100.91,67.29,85.42,12.37,1790.62,0
84.91,105.35,112.38,126.97,43.22,99.52,96.24,85.75,101.41,67.54,85.87,12.19,1798.18,0
85.29,104.56,111.89,125.87,43.19,98.98,96.27,84.99,100.65,67.12,85.81,13.1,1791.53,0
85.04,104.08,111.54,125.88,43.18,99.01,95.61,84.59,100.49,66.65,85.14,13.39,1787.87,0
84.44,103.59,111.09,125.56,43.04,99.37,95.14,84.39,99.85,65.84,84.3,13.4,1781.37,0
84.91,104.68,111.48,126.76,43.65,100.02,96,85.33,100.72,66.35,84.55,12.66,1795.85,0
84.7,105.3,111.99,127.48,43.84,101.2,96.74,85.24,101.14,66.09,84.55,12.26,1804.76,0
84.42,105.38,111.73,126.32,43.89,101.57,96.61,85.06,100.48,65.78,84.23,12.79,1802.48,0
84.88,106.02,111.72,126.06,43.87,101.35,96.91,85.49,100.45,65.55,83.41,12.81,1802.75,0
85.07,106.39,111.92,125.04,44.05,101.42,97.41,86.23,100.65,66.11,83.17,12.98,1807.23,0
85.05,106.57,111.67,124.93,43.9,101.42,97.09,86.63,100.57,65.5,83.13,13.7,1805.81,0
84,105.95,111.08,124.93,43.76,101.44,96.55,86.24,100.42,65.12,82.77,14.23,1800.9,0
84.03,105.23,111.63,125.32,43.39,100.71,95.93,86.38,99.36,64.99,83.19,14.55,1795.15,0
84,105,111.43,124.93,43.48,100.33,95.61,86.65,99.72,65.23,83.41,14.7,1792.81,0
83.66,104.97,110.39,124.46,43.17,100.1,95.56,86.57,99.28,65.46,82.86,15.08,1785.03,0
84.19,105.7,112.04,124.9,43.72,101.34,96.97,87.17,100.59,65.93,83.91,13.79,1805.09,0
83.91,105.64,112.24,124.98,43.87,101.42,97.17,87.37,101.09,66.25,83.51,13.49,1808.37,0
83.18,105.71,111.3,124.58,43.72,100.99,96.96,87.27,101.17,66.08,82.65,13.91,1802.62,0
82.26,104.62,111.29,122.81,43.06,99.16,95.48,86.42,99.46,64.56,81.93,15.42,1782.22,0
82.11,104.38,109.93,123.4,43.04,98.65,95.58,85.99,99.34,64.2,82.2,15.54,1775.5,0
82.6,104.61,109.68,122.93,43.13,98.74,95.9,85.9,99.88,64.36,82.2,15.76,1775.32,0
82.88,105.35,109.84,124.15,43.37,98.98,96.93,86.76,100.32,64.58,82.66,16.03,1786.54,0
82.65,105.09,109.37,123.46,43.19,98.51,96.87,86.94,100.7,64.88,82.53,16.21,1781,0
83.78,106.59,111.15,125.33,44.11,100.69,98.4,87.59,101.88,66.03,83.56,13.8,1810.65,0
84.32,106.39,110.85,125.54,43.95,100.43,98.3,87.61,101.97,65.12,83.01,14.15,1809.6,0
81.74,106.1,109.03,123.85,44.26,99.99,98.21,87.63,100.49,65.52,82.94,13.79,1818.32,0
82.55,106.63,108.98,123.9,44.46,100.46,98.61,88.7,100.91,65.65,82.73,13.04,1827.99,0
83.08,107,109.12,124.74,44.3,100.45,99.08,88.9,102.01,64.7,83,12.48,1833.32,0
83.37,107.61,109.53,125.66,44.36,100.98,99.64,89.18,102.42,64.75,82.7,12.33,1842.02,0
83.84,107.29,109.83,126.38,44.34,100.93,99.54,89,102.91,64.89,82.96,12.46,1841.4,0
83.57,107.66,110.15,125.43,44.3,101.09,99.51,88.91,102.88,64.91,83.14,13.56,1841.07,0
83.66,108.06,110.08,126.43,44.42,101.1,100.03,89.54,103.25,64.56,83.28,13.72,1848.36,0
82.94,107.54,108.89,124.62,44.21,100.58,98.76,88.62,102.46,64.57,82.01,14.23,1831.98,0
82.7,107.38,108.75,124.32,44.45,100.81,99.12,88.32,102.34,64.93,81.84,13.76,1831.37,0
82.99,106.7,108.27,124.29,44.5,100.4,98.46,88.07,101.71,65.26,81.86,13.55,1826.77,0
83.58,107.32,108.9,125.26,44.58,101.57,98.99,88.96,101.67,65.55,82.61,12.92,1837.88,0
83.48,107.2,108.2,124.45,44.67,102.56,98.99,89.07,102.07,65.23,82.18,12.87,1837.49,0
82.22,106.89,108.62,124.02,44.78,103.48,99.41,88.65,101.85,65.23,82.57,12.89,1838.13,0
82.32,107.31,108.77,124.23,44.81,104.14,99.78,88.81,102.29,66.12,83.7,12.14,1842.37,0
81.53,105.18,107.96,121.82,44.19,103.32,98.62,87.82,100.91,65.68,82.92,13.28,1819.2,0
82.24,106.1,108.59,123.33,44.53,104.71,99.68,89.46,102.19,66.16,83,12.28,1838.88,0
83.1,106.33,108.53,123,44.98,104.72,100.45,90.51,102.91,66.66,82.91,12.28,1848.38,0
83.23,105.9,108.34,123.17,44.76,105.03,100.17,90.53,102.98,66.78,83.36,12.53,1845.89,0
83.06,105.39,107.53,123.06,44.64,104.99,99.65,89.99,102.68,66.39,83.35,12.44,1838.7,0
82.88,105.16,107.9,123.77,44.76,105.64,99.83,90.37,103.12,66.99,84.29,12.87,1843.8,0
82.94,105.54,107.98,124.42,44.85,105.68,100.14,90.51,102.45,67.28,84.45,12.84,1844.86,0
82.96,104.73,107,122.98,44.23,105.03,99.05,90.1,101.12,67.12,84.23,13.77,1828.46,1
81.58,102.59,105.9,120.3,43.27,102.52,95.91,88.2,98.24,66.28,83.36,18.14,1790.29,0
81.77,102.09,105.55,119.69,42.94,101.49,95.76,87.21,97.78,65.77,83.44,17.42,1781.56,0
81.79,102.91,106.29,120.72,43.43,102.9,96.69,86.92,98.36,66.32,83.71,15.8,1792.5,0
81.06,101.31,104.35,120.07,42.97,102.04,95.65,86.11,98.76,65.96,83.55,17.35,1774.2,0
81.41,103.02,104.65,120.36,43.52,103.85,96.49,87.42,99.23,66.96,84.98,17.29,1794.19,0
81.32,101.86,104.22,118.68,43.05,102.99,95.98,87.44,98.77,67.32,85.57,18.41,1782.59,1
78.74,99.08,101.84,116.54,42.01,100.63,93.16,85.54,96.16,66.25,84.68,21.44,1741.89,0
79.3,100.19,102.43,117.5,42.44,101.63,93.93,85.93,97.09,67.05,84.18,19.11,1755.2,0
79.39,100.23,102.43,116.33,42.36,101.04,93.67,85.95,97.12,66.91,83.82,19.95,1751.64,0
79.27,102.3,103.65,118.2,42.92,101.45,94.91,87.03,98.59,67.4,84.42,17.23,1773.43,0
80.08,103.54,104.58,119.44,43.35,103.35,96.37,88.23,99.94,67.91,84.97,15.29,1797.02,0
79.95,103.56,105.09,118.69,43.5,104.43,95.87,88.56,100.28,68.55,85.59,15.26,1799.84,0
80.9,104.41,106.14,120.4,43.9,105.7,96.87,89.45,101.59,68.82,86.28,14.51,1819.75,0
81.2,104.48,105.78,120.37,43.87,105.75,97.39,89.75,101.6,68.86,86.41,14.3,1819.26,0
82.26,105.04,106.37,121,44.06,106.68,97.78,90.58,102.66,69.12,87.46,14.14,1829.83,0
81.76,105.51,106.98,122.69,44.15,106.9,98.35,90.82,103.37,69.39,88,13.57,1838.63,0
81.38,105.7,106.46,123.31,44.3,108.06,98.34,91.17,103.57,69.73,88.29,13.87,1840.76,0
81.49,104.84,106.12,123.22,43.76,107.31,97.49,90.67,102.72,69.69,87.78,15.5,1828.75,0
82.66,105.63,106.76,124.1,43.88,108.44,98.55,91.09,103.69,69.54,88.52,14.79,1839.78,0
81.89,105.81,106.51,123.38,43.92,108.46,98.52,90.85,103.58,69.71,88.62,14.68,1836.25,0
81.39,106.42,106.96,125.42,44.26,109.23,99.29,91.34,103.05,69.88,88.38,14.23,1847.61,0
80.8,107.02,107.28,125.28,44.04,109.09,98.81,91.11,103.39,70.11,88.36,13.67,1845.12,0
80.28,107.79,107.17,124.54,44.02,109.09,99.12,91.34,104.32,70.27,88.05,14.35,1845.16,0
81.45,108.18,107.59,124.57,44.23,109.63,99.71,92.02,105.02,70.08,87.81,14.04,1854.29,0
80.8,108.56,108.28,125.29,44.51,109.11,99.9,91.69,105.43,70.73,88.41,14,1859.45,0
80.82,107.6,107.68,124.58,44.14,108.45,99.13,91.01,105.12,70.77,87.57,16,1845.73,0
82.28,109.07,109.34,125.98,44.98,110.59,100.85,92.51,106.79,71.79,88.33,14.1,1873.91,0
82.04,109.34,109.12,124.65,45.24,110.35,100.97,92.7,106.97,71.7,87.76,13.89,1873.81,0
82.1,109.69,108.98,125.44,45.47,109.46,101.61,92.64,107.41,71.1,87.22,14.21,1877.03,0
81.83,109.53,109.17,125.69,45.57,109.16,101.81,92.37,107.15,70.33,87.41,14.11,1878.04,0
81.63,109.22,109.27,125.95,45.56,109.46,101.29,92.14,106.85,69.96,87.34,14.2,1877.17,0
81.3,108.63,109.26,124.32,45.27,109.18,100.51,91.81,105.81,70.4,87.03,14.8,1867.63,0
81.33,108.58,109.45,124.45,45.28,109.24,100.29,92.11,105.75,70.61,88.11,14.47,1868.2,0
80.93,107.03,108.84,123.21,44.82,107.71,98.81,90.64,104.81,70.28,88.96,16.22,1846.34,0
81.18,107.15,108.93,123.56,44.66,107.22,98.63,90.18,104.96,70.46,89.51,17.82,1841.13,0
82.19,107.89,109.69,124.35,45.08,108.1,99.85,91.21,105.73,70.61,90,15.64,1858.83,0
82.92,108.45,109.9,125.45,45.29,109.58,100.43,92.56,106.51,70.82,89.98,14.52,1872.25,0
82.57,107.77,108.94,124.42,45.13,109.19,99.59,92.1,105.59,69.48,88.67,15.12,1860.77,0
84.07,107.96,109.29,125.02,45.79,109.09,99.72,92.61,106.05,69.6,88.64,14.52,1872.01,0
83.94,107.34,109.39,125.5,45.8,107.04,99.78,92.09,106.5,70.24,89.32,15,1866.52,0
84.08,106.17,109.28,125.14,45.68,105.42,99.34,91.6,105.53,69.78,88.66,15.09,1857.44,0
84.28,105.39,109.92,126.17,45.55,106.14,100.03,92.1,106.16,69.96,89.07,14.02,1865.62,0
83.82,104.53,109.83,125.62,45.1,106.02,98.91,90.76,104.47,69.17,88.67,14.93,1852.56,0
84.27,104.09,109.7,126.78,44.9,105.9,98.64,90.24,104.27,69.61,89.32,14.62,1849.04,0
84.46,105.01,109.98,128.37,45.06,105.3,99.34,90.57,104.91,70.03,89.44,14.41,1857.62,0
85.11,105.8,110.79,128.41,45.53,106.92,100.59,91.53,106.31,70.62,90.52,13.88,1872.34,0
85.87,107.29,110.71,129.14,45.78,107.76,101.4,92.75,107.07,70.94,89.95,13.1,1885.52,0
86.09,108.06,110.94,129.65,45.85,108.2,102.13,92.79,107.82,71,89.84,13.09,1890.9,0
85.88,107.4,110.94,130.16,45.75,107.56,102.05,92.03,107.88,70.85,90.11,13.37,1888.77,0
84.95,105.46,110.31,129.64,45.26,105.68,100.72,89.94,106.56,71.09,90.44,13.96,1865.09,0
84.27,103.26,110.59,127.63,44.62,104.45,99.23,89.11,104.79,71.32,90.17,15.57,1845.04,0
85.21,104.24,111,128.94,44.72,103.89,99.29,89.9,105.33,71.76,91.4,14.89,1851.96,0
85.17,105.46,111.57,129.7,45.03,106.17,100.66,91.35,106.77,71.58,91.22,13.82,1872.18,1
84.23,102.81,110.56,127.89,44.07,102.54,98.68,88.94,104.71,70.9,90.71,15.89,1833.08,0
83.17,101.45,109.89,127.56,43.56,101.26,97.61,87.77,103.37,70.47,90.61,17.03,1815.69,0
83.56,102.11,110.62,129.18,43.89,101.63,98.09,88.58,104.14,70.89,91.17,16.11,1830.61,0
83.71,102.19,110.96,130.79,44.21,102.61,98.66,89.05,104.65,71.73,92.38,15.61,1842.98,0
84.46,103.59,112.07,132.43,44.54,103.29,100.24,89.96,106.12,72.19,93.05,14.18,1862.31,0
85.16,103.73,112.19,133.62,44.62,103.3,101.09,89.86,106.41,71.77,92.11,13.36,1864.85,0
85.19,103.97,112.27,134.45,44.62,104.59,101.42,90.24,106.55,72.18,91.97,13.25,1871.89,0
85.72,105.1,112.23,134.2,44.93,105.76,101.66,90.82,107.01,72.34,92.15,13.19,1879.55,0
84.25,104.45,112.14,134.79,44.98,105.2,101.91,90,106.87,72.05,92.27,13.27,1875.39,0
83.17,104.93,112.39,134.68,44.92,105,101.64,90.67,106.39,72.35,92.81,13.32,1878.61,0
82.42,103.22,112.48,133.97,44.55,104.1,100.56,89.22,105.56,72.07,93.73,14.06,1863.4,0
82.72,102.8,113.75,134.23,44.34,104.54,100.49,89.73,105,72.63,94.18,13.97,1869.43,0
83.45,103.45,113.35,134.85,44.65,105.27,100.8,90.41,105.77,72.68,93.75,13.71,1878.33,0
84.42,104,113.62,134.92,44.77,105.49,101.51,90.73,106.48,72.94,93.91,13.41,1883.95,0
85,104.41,113.55,134.31,44.8,105.69,101.32,90.7,106.02,73.25,94.27,13.25,1883.68,0
85.27,104.8,113.54,134.84,44.84,104.95,101.34,90.54,106.54,73.23,92.53,12.91,1881.14,0
85.56,104.81,113.45,135.45,44.64,105.6,101.39,90.85,106.88,73.38,93.24,13.29,1884.66,0
84.65,103.42,112.63,135.53,44.11,104.58,100.55,89.77,106.29,73.12,92.79,13.8,1867.72,0
85.16,103.14,113.76,136.53,44.64,104.73,101.26,89.48,107.11,74,94.26,13.4,1878.21,0
85.66,103.17,113.75,134.5,44.69,104.04,101.14,89.52,106.5,74.17,93.26,13.43,1875.63,0
86.36,103.75,114.3,134.51,44.69,104.75,101.28,89.73,106.52,74.22,92.05,12.92,1878.48,0
86.9,105.18,114.57,135.32,45.21,106.11,102.97,91.23,108.17,74.45,91.35,12.23,1896.65,0
86.41,104.82,114.7,135.8,45.04,106.11,102.98,91.21,108.04,73.97,91.45,12.13,1897.45,0
86.31,103.68,114.02,135.81,44.69,106.17,102.01,90.59,107.91,74,91.89,12.17,1888.53,0
86.45,102.98,113.01,134.19,44.25,105.14,101.03,89.96,106.31,73.96,91.56,13.17,1870.85,0
87.16,103.63,113.74,133.86,44.33,105.46,101.27,90.54,106.68,74.64,91.86,12.44,1877.86,0
87.27,104.13,113.54,134.32,44.59,106.25,101.82,91.39,107.34,74.34,90.55,12.42,1885.08,0
85.92,103.07,112.99,133.97,44.3,105.47,100.39,90.83,106.55,74.11,90.58,12.96,1872.83,0
85.87,104.2,113.74,135.55,44.55,106.25,101.21,91.55,107.1,73.62,90.57,11.91,1888.03,0
86.31,104.87,113.55,135.33,44.72,106.92,101.57,91.81,107.33,73.49,91.33,12.03,1892.49,0
86.74,105.72,113.81,135.13,44.88,107.14,102.36,92.66,108.3,74.14,91.18,11.36,1900.53,0
86.68,106.29,114.25,135.4,45.32,107.91,102.99,93.69,108.34,74.67,91.91,11.51,1911.91,0
87.14,106.03,114.1,135.69,45.21,107.66,103.03,93.41,108.28,74.2,92.46,11.68,1909.78,0
87.41,106.43,115.17,136.77,45.29,108.34,103.33,93.99,109.37,74.35,92.51,11.57,1920.03,0
87.69,106.48,115.95,136.65,45.39,108.5,103.33,93.85,109.2,74.69,93.22,11.4,1923.57,0
87.16,106.77,115.57,136.3,45.52,108.61,103.76,93.65,109.6,74.92,93.12,11.58,1924.97,0
86.44,106.6,115.26,136.82,45.57,108.88,103.49,93.57,109.32,74.88,93.35,11.87,1924.24,0
86.18,107.13,115.79,136.75,45.73,109.23,103.6,93.84,109.6,75.03,93.43,12.08,1927.88,0
86.63,107.77,116.2,137.55,46.23,109.63,104.81,94.69,110.28,76.41,94.32,11.68,1940.46,0
86.48,108.4,116.48,138.79,46.53,109.66,105.8,95.19,110.97,76.09,94.01,10.73,1949.44,0
86.79,108.57,116.37,138.97,46.68,109.39,106.43,95.49,110.65,75.17,93.49,11.15,1951.27,0
86.42,108.31,116.34,138.76,46.59,109.62,106.16,95.67,110.81,74.61,93.21,10.99,1950.79,0
86.13,108.02,115.99,139.3,46.28,109.57,105.29,95.57,110.31,74.41,92.12,11.6,1943.89,0
85.48,106.65,115.2,139.85,46.06,109,103.84,94.75,109.33,74.22,92.4,12.56,1930.11,0
86.18,106.73,115.23,141.24,46.06,108.92,104.14,95.35,109.81,74.41,92.9,12.18,1936.16,0
86.25,107.12,115.63,141.92,45.89,109.22,104.06,95.48,109.66,74.03,93.56,12.65,1937.78,0
86.63,107.56,115.77,141.75,46.35,109.3,104.43,95.84,110.05,74.22,93.5,12.06,1941.99,0
87.41,108.31,117.05,142.82,46.6,110.13,104.99,96.29,111.12,74.74,95.38,10.61,1956.98,0
87.35,108.13,117.69,143.78,46.56,110.46,105.25,96.04,111.03,75.36,96.12,10.62,1959.48,0
87.39,107.85,117.34,145.14,46.74,111.49,105.71,95.87,111.64,75.62,95.58,10.85,1962.87,0
87.55,108.05,116.65,145.6,46.81,111.05,105.15,96.12,111.77,75.31,94.59,10.98,1962.61,0
87.1,107.76,116.17,142.54,46.27,110.95,104.04,95.54,110.7,74.67,94.85,12.13,1949.98,0
87.4,108.68,116.13,143.6,46.35,112.04,104.22,96.11,111.56,74.52,95.35,11.59,1959.53,0
87.37,108.75,115.68,143.74,46.21,112.01,104.11,95.95,111.36,74.45,95.53,11.63,1957.22,0
87.73,109.15,115.93,143.79,46.33,111.91,104.46,96.49,111.34,75.02,95.92,11.26,1960.96,0
87.96,109.18,115.84,143.96,46.38,111.63,104.24,96.79,111.76,74.84,96.7,11.57,1960.23,0
88.36,110.32,116.28,144.13,46.66,113.13,104.97,97.85,112.19,75.24,95.83,11.15,1973.32,0
88.38,110.34,116.46,143.89,46.59,113.81,104.65,97.79,112.19,75.06,93.98,10.82,1974.62,0
88.85,111.19,117.03,144.57,46.88,114.15,105.48,98.24,113.05,74.63,93.09,10.32,1985.44,0
88.49,110.44,117.17,143.31,46.66,113.12,104.49,98.04,111.94,74.85,93.39,11.33,1977.65,0
87.78,109.24,116.92,143.14,46.34,111.84,103.81,96.88,111.58,75.07,94.05,11.98,1963.71,0
88.18,110.4,117.35,144.05,46.39,112.29,103.96,97.3,111.92,75.19,93.84,11.65,1972.83,0
88.26,109.4,117.22,142.55,46.17,112.22,103.41,96.95,111.2,75.53,94.32,12.59,1964.68,0
88.74,109.57,117.34,141.37,46.19,112.42,103.81,97.27,111.41,75.54,93.67,12.08,1967.57,0
89.15,109.9,117.71,142.68,46.46,112.83,104.47,98.02,111.47,75.91,92.64,11.82,1977.1,0
88.96,109.41,116.8,141.94,46.74,111.7,104.44,97.73,111.19,75.96,93.02,11.96,1973.28,0
89.25,109.6,116.73,144.1,46.6,111.4,104.84,98.46,111.79,76.2,93.22,11,1981.57,0
88.38,108.58,115.89,141.93,46.07,110.09,103.22,97.19,111.13,75.81,92.31,14.54,1958.12,0
88.98,109.64,117.03,142.44,46.54,111.94,104.18,98.5,112.02,76.56,93.36,12.06,1978.22,0
88.31,109.04,116.42,142.64,46.39,111.52,103.93,98.45,111.58,76.28,93.19,12.81,1973.63,0
88.76,109.61,116.42,143.75,46.56,112.5,104.53,99.32,111.87,76.52,93.08,12.24,1983.53,0
88.75,109.54,116.26,144.58,46.66,113.62,104.22,99.38,112.17,76.66,93.02,11.52,1987.01,0
88.82,109.88,116.67,144.72,46.77,113.32,103.66,99.47,112.14,76.56,93.26,11.84,1987.98,0
88.56,108.64,116.09,143.59,46.53,112.9,103.21,99.14,112.3,76.03,92.51,12.69,1978.34,0
88.78,108.76,115.45,143.28,46.54,112.84,102.53,99.27,112.5,76.56,93.78,12.56,1978.91,0
90.96,108.52,114.88,142.83,46.31,113.16,101.46,98.89,111.7,76.19,92.86,13.28,1969.95,0
90.77,109.02,113.77,142.02,46.45,113.72,101.57,99.31,111.26,76.03,91.48,13.33,1970.07,0
89,107.09,111.83,138.58,45.56,111.33,99.53,97.29,108.98,74.9,89.98,16.95,1930.67,0
88.44,106.74,112.69,137.48,45.15,111.28,99.42,96.87,109.07,74.72,90.26,17.03,1925.15,0
88.43,107.83,113.12,139.75,45.46,111.86,99.74,97.54,110.31,75.24,89.83,15.12,1938.99,0
88.51,107.09,112.52,136.73,45.09,110.97,99.27,96.82,109.27,74.47,88.73,16.87,1920.21,0
86.87,106.92,113.45,137.19,45.26,110.86,98.93,96.66,109.94,74.44,87.73,16.37,1920.24,0
86.14,106.33,112.67,136.22,45.09,109.64,98.92,96.3,109.1,74.48,88.59,16.66,1909.57,0
86.42,107.87,113.72,138.59,45.48,110.86,100.25,96.94,110.24,74.92,90.36,15.77,1931.59,0
86.53,108.36,114.62,138.77,45.56,110.96,100.83,97.59,110.25,75.39,90.1,14.23,1936.92,0
86.73,107.98,114.49,137.74,45.59,110.79,100.52,97.37,110.41,75.27,90.01,14.13,1933.75,0
86.9,108.28,114.78,138.27,45.88,112.15,101.43,98.43,111.03,76.36,90.43,12.9,1946.72,0
87.04,109.2,115.25,137.48,46.07,113.42,102.02,98.57,111.15,76.31,91.31,12.42,1955.18,0
86.8,109,115.38,138.46,45.92,113.46,101.76,98.68,111.34,76.23,91.66,13.15,1955.06,0
87.09,110.01,116.03,138.92,46.36,114.4,103.45,99.69,112.53,76.98,91.55,12.32,1971.74,0
86.75,110.83,116.35,139.93,46.47,115.18,103.75,100.45,112.93,77.14,92.64,12.21,1981.6,0
86.81,111.3,116.36,140.27,46.61,115.12,104.52,100.47,113,77.49,92.88,11.78,1986.51,0
86.98,111.2,116.46,140.33,47.05,115.11,104.48,100.95,112.88,77.37,93.08,11.76,1992.37,0
86.95,111.4,116.32,139.48,46.9,115.26,104.17,101.01,112.52,76.75,92.83,11.47,1988.4,0
87.34,111.76,116.96,140.8,47.23,116.27,104.56,101.02,112.91,76.58,93.35,11.7,1997.92,0
87.62,111.86,116.86,141.47,47.38,116.91,104.31,101.23,113.21,76.73,92.44,11.63,2000.02,0
